segment_index,timestamp,primary_label,infrastructure_type,infrastructure_category,is_infrastructure_boolean,corresponding_gps_index,start_time,end_time,segment_length,segment_duration_sec,distance_to_infrastructure_m,gps_latitude,gps_longitude,gps_speed_kmh,folder_source,labeling_method
113,1130.0,Normal Track,Normal Track,Normal Track,False,22600,1130.0,1140.0,5000,10,4839.366442776248,60.4828868,15.4253538,1.22100007534027,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
114,1140.0,Normal Track,Normal Track,Normal Track,False,22800,1140.0,1150.0,5000,10,4843.647700603665,60.4828881,15.4254556,0.906500041484833,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
115,1150.0,Normal Track,Normal Track,Normal Track,False,23000,1150.0,1160.0,5000,10,4846.213858157425,60.4829281,15.4255793,0.166500002145767,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
116,1160.0,Normal Track,Normal Track,Normal Track,False,23200,1160.0,1170.0,5000,10,4858.283761812563,60.4827695,15.4256063,0.333000004291534,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
117,1170.0,Normal Track,Normal Track,Normal Track,False,23400,1170.0,1180.0,5000,10,4863.198143341405,60.4827315,15.4256598,0.296000003814697,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
118,1180.0,Normal Track,Normal Track,Normal Track,False,23600,1180.0,1190.0,5000,10,4843.689749162233,60.4830578,15.4257271,1.97950005531311,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
119,1190.0,Normal Track,Normal Track,Normal Track,False,23800,1190.0,1200.0,5000,10,4820.295560583511,60.4832653,15.4255133,0.832499980926514,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
120,1200.0,Normal Track,Normal Track,Normal Track,False,24000,1200.0,1210.0,5000,10,4822.605861308334,60.483261,15.42556,0.629000008106232,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
121,1210.0,Normal Track,Normal Track,Normal Track,False,24200,1210.0,1220.0,5000,10,4824.620357590357,60.4832388,15.4255716,0.869499981403351,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
122,1220.0,Normal Track,Normal Track,Normal Track,False,24400,1220.0,1230.0,5000,10,4834.5100687998665,60.4831138,15.425603,0.814000010490417,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
123,1230.0,Normal Track,Normal Track,Normal Track,False,24599,1230.0,1240.0,5000,10,4824.01224944275,60.4832143,15.4255188,1.42449998855591,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
124,1240.0,Normal Track,Normal Track,Normal Track,False,24799,1240.0,1250.0,5000,10,4813.767174954119,60.4832528,15.4253423,0.462500005960464,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
125,1250.0,Normal Track,Normal Track,Normal Track,False,24999,1250.0,1260.0,5000,10,4809.738237123917,60.4832665,15.4252706,0.629000008106232,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
126,1260.0,Normal Track,Normal Track,Normal Track,False,25199,1260.0,1270.0,5000,10,4823.096071665343,60.483127,15.4253591,0.887999951839447,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
127,1270.0,Normal Track,Normal Track,Normal Track,False,25399,1270.0,1280.0,5000,10,4824.272542486361,60.4831375,15.4254031,1.01750004291534,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
128,1280.0,Normal Track,Normal Track,Normal Track,False,25599,1280.0,1290.0,5000,10,4822.258882154856,60.4832183,15.4254845,0.851000010967255,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
129,1290.0,Normal Track,Normal Track,Normal Track,False,25799,1290.0,1300.0,5000,10,4847.0036643237545,60.4829238,15.4255908,2.29399991035461,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
130,1300.0,Normal Track,Normal Track,Normal Track,False,25999,1300.0,1310.0,5000,10,4870.173041306136,60.4827348,15.4258276,0.314500004053116,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
131,1310.0,Normal Track,Normal Track,Normal Track,False,26199,1310.0,1320.0,5000,10,4854.211370639761,60.4828943,15.4257113,1.92399990558624,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
132,1320.0,Normal Track,Normal Track,Normal Track,False,26399,1320.0,1330.0,5000,10,4829.281963436345,60.4832296,15.425665,1.18400001525879,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
133,1330.0,Normal Track,Normal Track,Normal Track,False,26599,1330.0,1340.0,5000,10,4818.412601809578,60.4832831,15.4254978,0.166500002145767,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
134,1340.0,Normal Track,Normal Track,Normal Track,False,26799,1340.0,1350.0,5000,10,4833.813203626069,60.4842061,15.4272638,31.3944988250732,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
135,1350.0,Normal Track,Normal Track,Normal Track,False,26999,1350.0,1360.0,5000,10,4822.199394391796,60.4882633,15.4323725,60.5320014953613,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
136,1360.0,Normal Track,Normal Track,Normal Track,False,27199,1360.0,1370.0,5000,10,4414.822863132254,60.4932293,15.4292156,60.5320014953613,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
137,1370.0,Normal Track,Normal Track,Normal Track,False,27399,1370.0,1380.0,5000,10,3725.667150019746,60.4980881,15.4196966,87.4309997558594,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
138,1380.0,Normal Track,Normal Track,Normal Track,False,27599,1380.0,1390.0,5000,10,3105.0965103614217,60.505192,15.4119071,78.9580001831055,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
139,1390.0,Normal Track,Normal Track,Normal Track,False,27799,1390.0,1400.0,5000,10,2265.5603387313913,60.506846,15.3968911,80.5120010375977,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
140,1400.0,Normal Track,Normal Track,Normal Track,False,27999,1400.0,1410.0,5000,10,1553.1133220766108,60.5035753,15.3812465,101.731506347656,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
141,1410.0,Normal Track,Normal Track,Normal Track,False,28199,1410.0,1420.0,5000,10,313.91909700204815,60.5085128,15.3609035,114.866500854492,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
142,1420.0,Turnout,Turnout,Infrastructure,True,28399,1420.0,1430.0,5000,10,62.97455093057051,60.5152245,15.342098,115.217994689941,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
143,1430.0,Normal Track,Normal Track,Normal Track,False,28599,1430.0,1440.0,5000,10,156.90146504180277,60.5223028,15.3219555,103.193000793457,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
144,1440.0,Normal Track,Normal Track,Normal Track,False,28799,1440.0,1450.0,5000,10,78.52441866524252,60.5265175,15.3077616,81.5110015869141,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
145,1450.0,Normal Track,Normal Track,Normal Track,False,28999,1450.0,1460.0,5000,10,150.44456959496617,60.5298238,15.292886,97.3840026855469,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
146,1460.0,Bridge,Bridge,Infrastructure,True,29199,1460.0,1470.0,5000,10,56.21369950461673,60.5360323,15.2813333,102.305000305176,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
147,1470.0,Normal Track,Normal Track,Normal Track,False,29399,1470.0,1480.0,5000,10,118.98471571495709,60.5462285,15.2810563,108.132499694824,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
148,1480.0,Normal Track,Normal Track,Normal Track,False,29599,1480.0,1490.0,5000,10,361.7426629107397,60.551753,15.2630656,114.903503417969,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
149,1490.0,Normal Track,Normal Track,Normal Track,False,29799,1490.0,1500.0,5000,10,70.67468463387901,60.554257,15.2372561,142.042999267578,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
150,1500.0,Normal Track,Normal Track,Normal Track,False,29999,1500.0,1510.0,5000,10,199.85582622960433,60.553482,15.2088003,139.638000488281,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
151,1510.0,Normal Track,Normal Track,Normal Track,False,30199,1510.0,1520.0,5000,10,238.12464412385938,60.551693,15.1806576,139.046005249023,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
152,1520.0,Normal Track,Normal Track,Normal Track,False,30399,1520.0,1530.0,5000,10,96.31275459142337,60.5565966,15.1565641,89.5214996337891,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
153,1530.0,Normal Track,Normal Track,Normal Track,False,30599,1530.0,1540.0,5000,10,133.94160843151764,60.5588168,15.146409,49.3209991455078,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
154,1540.0,Bridge,Bridge,Infrastructure,True,30799,1540.0,1550.0,5000,10,97.09095704159449,60.5603723,15.1395066,12.431999206543,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
155,1550.0,Bridge,Bridge,Infrastructure,True,30999,1550.0,1560.0,5000,10,116.75753619649525,60.5603046,15.1388468,0.296000003814697,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
156,1560.0,Normal Track,Normal Track,Normal Track,False,31199,1560.0,1570.0,5000,10,117.17947927344622,60.5609906,15.1363541,33.0224990844727,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
157,1570.0,Normal Track,Normal Track,Normal Track,False,31399,1570.0,1580.0,5000,10,74.9606794791162,60.5662496,15.1291033,82.5469970703125,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
158,1580.0,Normal Track,Normal Track,Normal Track,False,31590,1580.0,1590.0,5000,10,119.486997384915,60.575704,15.124172,113.590003967285,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
159,1590.0,Normal Track,Normal Track,Normal Track,False,31712,1590.0,1600.0,5000,10,376.3991837313424,60.5855023,15.1108226,116.86449432373,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
160,1600.0,Normal Track,Normal Track,Normal Track,False,31804,1600.0,1610.0,5000,10,83.5758678099594,60.5935353,15.0945718,104.303001403809,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
161,1610.0,Normal Track,Normal Track,Normal Track,False,31886,1610.0,1620.0,5000,10,89.22841136521808,60.598337,15.084304,30.1549987792969,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
162,1620.0,Normal Track,Normal Track,Normal Track,False,32073,1620.0,1630.0,5000,10,183.96942087377997,60.5993868,15.0824388,6.86350011825562,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
163,1630.0,Normal Track,Normal Track,Normal Track,False,32251,1630.0,1640.0,5000,10,196.54798745620096,60.59956,15.0822263,8.7504997253418,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
164,1640.0,Normal Track,Normal Track,Normal Track,False,32451,1640.0,1650.0,5000,10,128.45893348264977,60.600482,15.0807758,28.0830001831055,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
165,1650.0,Normal Track,Normal Track,Normal Track,False,32651,1650.0,1660.0,5000,10,176.42349880063313,60.6060616,15.0742986,91.056999206543,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
166,1660.0,Normal Track,Normal Track,Normal Track,False,32851,1660.0,1670.0,5000,10,802.7671517562706,60.6172266,15.0765528,122.303497314453,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
167,1670.0,Normal Track,Normal Track,Normal Track,False,33051,1670.0,1680.0,5000,10,304.531740217446,60.6271226,15.0890585,111.999000549316,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
168,1680.0,Normal Track,Normal Track,Normal Track,False,33251,1680.0,1690.0,5000,10,530.9449358263339,60.6389323,15.0963391,131.682998657227,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
169,1690.0,Normal Track,Normal Track,Normal Track,False,33451,1690.0,1700.0,5000,10,174.17900598828498,60.6514398,15.1022778,133.236999511719,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
170,1700.0,Normal Track,Normal Track,Normal Track,False,33651,1700.0,1710.0,5000,10,91.46989882672487,60.6641878,15.1048615,112.424499511719,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
171,1710.0,Normal Track,Normal Track,Normal Track,False,33851,1710.0,1720.0,5000,10,76.30599859073715,60.6722993,15.0993511,57.4055023193359,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
172,1720.0,Normal Track,Normal Track,Normal Track,False,34051,1720.0,1730.0,5000,10,120.12849416725412,60.6749848,15.0967338,1.33200001716614,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
173,1730.0,Normal Track,Normal Track,Normal Track,False,34251,1730.0,1740.0,5000,10,119.77472986674583,60.6749868,15.0967281,0.333000004291534,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
174,1740.0,Normal Track,Normal Track,Normal Track,False,34451,1740.0,1750.0,5000,10,127.64764366540625,60.6776146,15.093888,63.0665016174316,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
175,1750.0,Normal Track,Normal Track,Normal Track,False,34651,1750.0,1760.0,5000,10,185.63634751483607,60.6838993,15.0797831,113.182998657227,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
176,1760.0,Normal Track,Normal Track,Normal Track,False,34851,1760.0,1770.0,5000,10,143.71796528451696,60.6929301,15.0669931,118.584999084473,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
177,1770.0,Normal Track,Normal Track,Normal Track,False,35051,1770.0,1780.0,5000,10,294.1077964753812,60.7027768,15.0500236,130.091995239258,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
178,1780.0,Normal Track,Normal Track,Normal Track,False,35251,1780.0,1790.0,5000,10,110.9916869788491,60.7125213,15.0321503,130.776504516602,2024-12-10 16-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
