segment_index,timestamp,primary_label,infrastructure_type,infrastructure_category,is_infrastructure_boolean,corresponding_gps_index,start_time,end_time,segment_length,segment_duration_sec,distance_to_infrastructure_m,gps_latitude,gps_longitude,gps_speed_kmh,folder_source,labeling_method
113,1130.0,Normal Track,Normal Track,Normal Track,False,22600,1130.0,1140.0,5000,10,4839.713212674549,60.482789,15.4252045,1.99800002574921,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
114,1140.0,Normal Track,Normal Track,Normal Track,False,22800,1140.0,1150.0,5000,10,4845.111423992044,60.4827751,15.4253081,0.480999976396561,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
115,1150.0,Normal Track,Normal Track,Normal Track,False,23000,1150.0,1160.0,5000,10,4846.121135161475,60.4827315,15.4252613,0.110999993979931,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
116,1160.0,Normal Track,Normal Track,Normal Track,False,23200,1160.0,1170.0,5000,10,4852.261130047027,60.48268,15.4253215,0.203500002622604,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
117,1170.0,Normal Track,Normal Track,Normal Track,False,23400,1170.0,1180.0,5000,10,4853.899696154824,60.4826956,15.425385,0.12950000166893,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
118,1180.0,Normal Track,Normal Track,Normal Track,False,23600,1180.0,1190.0,5000,10,4843.121277639831,60.4827503,15.4252216,2.03500008583069,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
119,1190.0,Normal Track,Normal Track,Normal Track,False,23800,1190.0,1200.0,5000,10,4827.52892239558,60.4836185,15.4262311,21.3860015869141,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
120,1200.0,Normal Track,Normal Track,Normal Track,False,24000,1200.0,1210.0,5000,10,4811.928902286664,60.4859831,15.4292898,32.8745002746582,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
121,1210.0,Normal Track,Normal Track,Normal Track,False,24200,1210.0,1220.0,5000,10,4744.863472778963,60.4907165,15.4334515,65.5455017089844,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
122,1220.0,Normal Track,Normal Track,Normal Track,False,24400,1220.0,1230.0,5000,10,4118.46051657295,60.4942781,15.42423,58.4785003662109,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
123,1230.0,Normal Track,Normal Track,Normal Track,False,24600,1230.0,1240.0,5000,10,3503.858391514932,60.5005956,15.4171561,77.2190017700195,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
124,1240.0,Normal Track,Normal Track,Normal Track,False,24800,1240.0,1250.0,5000,10,2868.1680649485806,60.5069143,15.4080338,80.4565048217773,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
125,1250.0,Normal Track,Normal Track,Normal Track,False,25000,1250.0,1260.0,5000,10,2027.0758933483653,60.5061673,15.3922095,79.494499206543,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
126,1260.0,Normal Track,Normal Track,Normal Track,False,25200,1260.0,1270.0,5000,10,1195.3987960185282,60.5039083,15.3740715,110.611503601074,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
127,1270.0,Normal Track,Normal Track,Normal Track,False,25400,1270.0,1280.0,5000,10,321.3036802467272,60.5084055,15.3609326,49.6725006103516,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
128,1280.0,Turnout,Turnout,Infrastructure,True,25600,1280.0,1290.0,5000,10,74.06119870273137,60.5104515,15.3537826,37.3884963989258,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
129,1290.0,Normal Track,Normal Track,Normal Track,False,25800,1290.0,1300.0,5000,10,117.4282549615866,60.5123513,15.3481573,28.9155006408691,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
130,1300.0,Normal Track,Normal Track,Normal Track,False,26000,1300.0,1310.0,5000,10,111.87088193967703,60.5140386,15.3442975,10.507999420166,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
131,1310.0,RailJoint,RailJoint,Infrastructure,True,26200,1310.0,1320.0,5000,10,54.83924321150528,60.5144971,15.3434858,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
132,1320.0,RailJoint,RailJoint,Infrastructure,True,26400,1320.0,1330.0,5000,10,54.71927168130258,60.514499,15.3434851,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
133,1330.0,RailJoint,RailJoint,Infrastructure,True,26600,1330.0,1340.0,5000,10,53.40241564420074,60.5144878,15.3434481,0.12950000166893,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
134,1340.0,RailJoint,RailJoint,Infrastructure,True,26800,1340.0,1350.0,5000,10,44.32203948881329,60.5144881,15.3432593,0.166500002145767,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
135,1350.0,RailJoint,RailJoint,Infrastructure,True,27000,1350.0,1360.0,5000,10,44.849970818794965,60.5144803,15.3432608,1.35049998760223,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
136,1360.0,RailJoint,RailJoint,Infrastructure,True,27200,1360.0,1370.0,5000,10,54.27252836034569,60.5144636,15.3434408,0.462500005960464,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
137,1370.0,RailJoint,RailJoint,Infrastructure,True,27400,1370.0,1380.0,5000,10,49.179818642667726,60.5145161,15.3433896,0.185000002384186,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
138,1380.0,RailJoint,RailJoint,Infrastructure,True,27600,1380.0,1390.0,5000,10,43.62798992526709,60.5145413,15.3433011,0.536499977111816,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
139,1390.0,RailJoint,RailJoint,Infrastructure,True,27800,1390.0,1400.0,5000,10,42.37576516601035,60.514497,15.3432286,0.573499977588654,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
140,1400.0,RailJoint,RailJoint,Infrastructure,True,28000,1400.0,1410.0,5000,10,42.875921127148,60.514479,15.3432158,0.166500002145767,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
141,1410.0,RailJoint,RailJoint,Infrastructure,True,28200,1410.0,1420.0,5000,10,41.00899604063845,60.5145041,15.3432081,1.25800001621246,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
142,1420.0,RailJoint,RailJoint,Infrastructure,True,28400,1420.0,1430.0,5000,10,40.989858142637715,60.514495,15.343196,2.0164999961853,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
143,1430.0,RailJoint,RailJoint,Infrastructure,True,28600,1430.0,1440.0,5000,10,46.93925159098932,60.5144515,15.3432675,0.425500005483627,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
144,1440.0,RailJoint,RailJoint,Infrastructure,True,28800,1440.0,1450.0,5000,10,46.08731935523898,60.5144695,15.3432736,0.0925000011920929,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
145,1450.0,RailJoint,RailJoint,Infrastructure,True,29000,1450.0,1460.0,5000,10,40.7695488955438,60.5145475,15.3432495,2.09049987792969,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
146,1460.0,Turnout,Turnout,Infrastructure,True,29200,1460.0,1470.0,5000,10,49.29406462596639,60.5150511,15.3419951,25.8815002441406,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
147,1470.0,RailJoint,RailJoint,Infrastructure,True,29400,1470.0,1480.0,5000,10,57.79410472363263,60.5174605,15.33597,55.8515014648438,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
148,1480.0,Normal Track,Normal Track,Normal Track,False,29600,1480.0,1490.0,5000,10,136.52704501862036,60.5221123,15.3214563,87.1904983520508,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
149,1490.0,RailJoint,RailJoint,Infrastructure,True,29800,1490.0,1500.0,5000,10,58.85244347547555,60.5262713,15.3074715,74.7769927978516,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
150,1500.0,Normal Track,Normal Track,Normal Track,False,30000,1500.0,1510.0,5000,10,180.85626620897307,60.5296873,15.2922315,96.3110046386719,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
151,1510.0,Bridge,Bridge,Infrastructure,True,30171,1510.0,1520.0,5000,10,8.307771618439812,60.5358686,15.2802885,99.8629989624023,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
152,1520.0,RailJoint,RailJoint,Infrastructure,True,30371,1520.0,1530.0,5000,10,23.646063726004062,60.5457408,15.2796095,106.782005310059,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
153,1530.0,Normal Track,Normal Track,Normal Track,False,30569,1530.0,1540.0,5000,10,322.79333709018607,60.551438,15.2621446,110.555999755859,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
154,1540.0,RailJoint,RailJoint,Infrastructure,True,30759,1540.0,1550.0,5000,10,58.27950665482553,60.5540253,15.23721,138.990493774414,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
155,1550.0,Normal Track,Normal Track,Normal Track,False,30959,1550.0,1560.0,5000,10,176.62630066507944,60.5535131,15.2092243,137.122009277344,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
156,1560.0,Normal Track,Normal Track,Normal Track,False,31159,1560.0,1570.0,5000,10,275.9962432669687,60.5514903,15.1813048,126.410507202148,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
157,1570.0,Normal Track,Normal Track,Normal Track,False,31359,1570.0,1580.0,5000,10,349.10519959809056,60.5551466,15.1605221,98.3089981079102,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
158,1580.0,RailJoint,RailJoint,Infrastructure,True,31559,1580.0,1590.0,5000,10,12.888061776061615,60.5588451,15.1441573,73.9445037841797,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
159,1590.0,Bridge,Bridge,Infrastructure,True,31759,1590.0,1600.0,5000,10,102.31160902803076,60.5600191,15.13881,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
160,1600.0,Bridge,Bridge,Infrastructure,True,31959,1600.0,1610.0,5000,10,102.4152824362966,60.5600201,15.1388088,0.0,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
161,1610.0,RailJoint,RailJoint,Infrastructure,True,32159,1610.0,1620.0,5000,10,38.71954666009068,60.5611705,15.1349578,38.8499984741211,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
162,1620.0,Normal Track,Normal Track,Normal Track,False,32359,1620.0,1630.0,5000,10,319.4036086048972,60.568359,15.1272586,109.908500671387,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
163,1630.0,Normal Track,Normal Track,Normal Track,False,32559,1630.0,1640.0,5000,10,385.2088400309233,60.580315,15.1199031,128.130996704102,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
164,1640.0,Normal Track,Normal Track,Normal Track,False,32759,1640.0,1650.0,5000,10,100.16898434941072,60.5897026,15.104432,106.097496032715,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
165,1650.0,RailJoint,RailJoint,Infrastructure,True,32959,1650.0,1660.0,5000,10,41.734193319165776,60.596142,15.0866686,71.1139984130859,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
166,1660.0,Normal Track,Normal Track,Normal Track,False,33159,1660.0,1670.0,5000,10,163.48257543835194,60.5989646,15.0809605,2.64549994468689,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
167,1670.0,Normal Track,Normal Track,Normal Track,False,33359,1670.0,1680.0,5000,10,151.99529225835616,60.5990298,15.0807966,7.60350036621094,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
168,1680.0,RailJoint,RailJoint,Infrastructure,True,33559,1680.0,1690.0,5000,10,49.37062663206835,60.5997353,15.0795118,13.0425004959106,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
169,1690.0,Normal Track,Normal Track,Normal Track,False,33759,1690.0,1700.0,5000,10,250.55747442015428,60.603745,15.0734056,79.7905044555664,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
170,1700.0,Normal Track,Normal Track,Normal Track,False,33959,1700.0,1710.0,5000,10,457.86380842601017,60.6143671,15.0729475,134.199005126953,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
171,1710.0,Normal Track,Normal Track,Normal Track,False,34159,1710.0,1720.0,5000,10,132.7409777868326,60.6267001,15.0856563,142.227996826172,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
172,1720.0,Normal Track,Normal Track,Normal Track,False,34359,1720.0,1730.0,5000,10,561.807336799188,60.639052,15.0947841,134.125,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
173,1730.0,Normal Track,Normal Track,Normal Track,False,34559,1730.0,1740.0,5000,10,155.71108698893337,60.6514796,15.1008936,135.179504394531,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
174,1740.0,Turnout,Turnout,Infrastructure,True,34759,1740.0,1750.0,5000,10,56.92488211166938,60.6637508,15.1036896,105.708999633789,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
175,1750.0,Turnout,Turnout,Infrastructure,True,34959,1750.0,1760.0,5000,10,28.600435241152944,60.6716975,15.0986148,52.1515007019043,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
176,1760.0,Normal Track,Normal Track,Normal Track,False,35159,1760.0,1770.0,5000,10,78.57763678804555,60.6746911,15.0954938,7.14099979400635,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
177,1770.0,Normal Track,Normal Track,Normal Track,False,35359,1770.0,1780.0,5000,10,73.20242263637151,60.6747326,15.0954413,0.12950000166893,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
178,1780.0,RailJoint,RailJoint,Infrastructure,True,35559,1780.0,1790.0,5000,10,16.469713940404716,60.6761531,15.0940716,34.1324996948242,2024-12-10 12-00-00 (1),adaptive_thresholds_Bridge_150m_Turnout_90m_RailJoint_60m
